app	loop	share	class	family	tree
starcraft-loading	smackw32+0x1000ee0a	2.27	STREAM	TABLE_DECODE(MARKER_SWAP)+GETBITS	marker rotate through three globals, then idx=and(bits,0xfc); st32(g, ld32(0x10014ae0+idx)); jmp [tbl+and(bits,3)*4] ; leaf emit plus a bit-phase dispatch back into the decoder
starcraft-loading	smackw32+0x1000eef2	1.86	STREAM	TABLE_DECODE(MARKER)	st8(cnt_g,bits); v=node; cmp(ld32(ld32(m_g)), node); jz ; leaf/marker compare without the 16-bit split (byte tree)
starcraft-loading	smackw32+0x1000efc4	1.57	STREAM	TABLE_DECODE	idx=4; p+=idx; node=ld32(p); cmp16(mark,node); jz ; the bit==0 (left child) arm of the tree walk
starcraft-loading	smackw32+0x1000eee4	1.56	STREAM	TABLE_DECODE	same bit==0 left-child arm in the second tree
starcraft-loading	smackw32+0x1000ee40	1.49	STREAM	REFILL	bits=ld8(cnt_g); ld32(mark_g); cmp(bits,0x20); ja ; the "do I need to refill 32 more bits" test, reached once per symbol
starcraft-loading	smackw32+0x1000ef19	1.49	STREAM	REFILL	same refill test in the other tree's decoder
starcraft-loading	smackw32+0x1000eda0	1.48	STREAM	TABLE_DECODE+GETBITS	idx=and(mm0,0x3ff); e=ld32(ld32(tbl_g)+idx*4); bits-=and(e,0xff); mm0=shr(mm0,and(e,0xff)); node=ld32(shr(e,8)+ld32(base_g)); cmp16; jnz ; the 10-bit-table variant of the same decode
starcraft-loading	storm+0x15028670	1.17	OTHER	CALL_GLUE	push x3; push 1; push h; test(ld8(h+0x14),1); jz ; second stream-read prologue
starcraft-loading	smackw32+0x1000edf2	1.14	STREAM	TABLE_DECODE(MARKER)+FIELD_REPACK	st8(cnt_g,bits); v=or(shl(ld16hi(node),16),ld16lo(node)) via ror 16 twice; cmp(ld32(ld32(m_g)), node); jz ; marker-1 twin of rank 10
starcraft-loading	smackw32+0x1000ee20	1.14	OTHER	CALL_GLUE	idx=and(bits,0xfc); st32(g, ld32(0x10014ae0+idx)); jmp [tbl+and(bits,3)*4] ; bit-phase jump table: the resume address is chosen by the low 2 bits of the bit counter
starcraft-loading	storm+0x15010f0a	1.12	STREAM	CRC_STEP	k=ld32(tbl+0x1000+and(seed2,0xff)*4); seed1+=k; x=xor(ld32(p), seed1+seed2); st32(p,x); seed1=seed1+x+shl(seed1,5)+3; seed2=or(shr(seed2,11), shl(xor(seed2,0x7ff),21)+0x11111111); p+=4; n--; jnz ; Storm MPQ block decryption, one dword per iteration
starcraft-loading	smackw32+0x1000ed4f	1.12	STREAM	REFILL+TABLE_DECODE	mm2=ld64(p); p+=4; mm0=or(shl(mm2,and(bits-1,63)),mm0); idx=and(mm0,0x3ff); e=ld32(ld32(tbl_g)+idx*4); bits+=0x20-and(e,0xff); mm0=shr(mm0,and(e,0xff)); cmp16; jnz ; refill + 10-bit table decode
mw3-loading	mech3demo+0x00526f54	31.10	ARITH	BLEND(SWAR)	x=or(and(M2,shr(add(add(and(a,M2),and(b,M2)),shl(and(c,M2),1)),2)), and(M1,shr(add(add(and(a,M1),and(b,M1)),shl(and(c,M1),1)),2))); st16(dst,x); dst+=2; dec n ; 16bpp 3-tap (1,1,2) SWAR box blur over two field masks, vertical/row-offset tap set, all taps zero-extended through xor+mov16 and both masks reloaded from [esp+0x14]
mw3-loading	mech3demo+0x00527075	28.17	ARITH	BLEND(SWAR)	same SWAR tree as 0x00526f54 with taps at ld16(p-2), ld16(p+2), ld16(p) ; horizontal-neighbour variant of the same 16bpp 3-tap box blur
mw3-loading	mech3demo+0x00526500	2.27	OTHER	CALL_GLUE	prologue(push x4); x1=add(arg,ld32(g0)); y1=add(arg,ld32(g1)); x2=add(arg,g0); y2=add(arg,g1); cmp(x1, ld32(g2)) ; entry of the single-pixel blit helper, every origin/clip bound loaded from globals
mw3-loading	mech3demo+0x0052655c	1.87	ARITH	ADDR_SCALE	st16(add(ld32(gDst), shl(add(mul(y2,ld32(gP2)),x2),1)), ld16(add(ld32(gSrc), shl(add(mul(y1,ld32(gP1)),x1),1)))); pop x4; ret 8 ; one 16bpp pixel copied between two surfaces, both pitches imul'd from globals per call, then the stdcall epilogue
mw3-loading	mech3demo+0x00526563	1.72	ARITH	ADDR_SCALE	same body as 0x0052655c entered one imul later (destination pitch multiply only) ; same single-pixel copy, block split by the decoder
mw3-loading	mech3demo+0x0052656a	1.58	ARITH	ADDR_SCALE	same body entered after both imuls: st16(dst+2*idx2, ld16(src+2*idx1)); pop x4; ret 8 ; same single-pixel copy, third slice of the one body
mw3-loading	mech3demo+0x00528111	1.09	OTHER	COUNTER	dst=add(dst, shl(w,1)); src=add(src, shl(w,1)); acc=add(acc,w); n=sub(ld32(ebp-4),1); all written back to [ebp-N]; jnz ; row-advance tail of the RGB565 alpha-run compositor (RE-notes 0x00528064..0x00528111)
mw3-loading	mech3demo+0x004f5fb9	0.84	OTHER	COUNTER	i=add(i,1); p+=2; cmp(i, ld32(limit_ptr)); jl ; counter tail with the loop bound reloaded through a pointer every iteration
mw3-loading	mech3demo+0x00526582	0.76	OTHER	CALL_GLUE	pop edi/esi/ebp/ebx; ret 8 ; stdcall epilogue of the pixel-blit helper, reached as its own block on the clipped-out path
mw3-loading	mech3demo+0x0052805a	0.63	OTHER	CMP_SKIP	d=sub(cur,base) -> st32(ebp-0x1c); st32(ebp-0x18, edx); m=ld8(ld32(ebp+0xc)); cmp(m,3); jbe ; alpha-case selector head of the RGB565 compositor, choosing between four source-alpha arms
mw3-loading	mech3demo+0x004f5fb4	0.52	MEM	MEMFILL	st16(p,0); p+=2; i=add(i,1); cmp(i, ld32(ld32(esi))) ; word-granular zero fill with the bound reloaded through a double indirection each trip
mw3-loading	mech3demo+0x004f5fab	0.50	OTHER	CMP_SKIP	cmp8(ld8(add(i, ld32(obj+0x14))), 0); jnz ; per-index flag probe that decides whether the fill above writes this slot
mw3-loading	mech3demo+0x005269a1	0.47	ARITH	ADDR_SCALE+MEMCOPY	st16(add(dst, shl(add(s_or_d(mul(y,P0)), x),1)), ld16(add(src, shl(add(s_or_d(mul(y,P1)), x),1)))) repeated 8x over the sign/axis-swap combinations (+x+y, +y+x, -x-y, -y-x, ...) ; 8-fold symmetric 16bpp point copy, both pitches imul'd from globals for every one of the eight stores; one straight-line body 0x005269a1..0x00526abe split by the decoder across ranked blocks 13-23, all with identical entry counts; truncated at --max-ops
mw3-loading	mech3demo+0x005269ac	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered one imul later ; slice 2 of the 0x005269a1..0x00526abe body, truncated at --max-ops
mw3-loading	mech3demo+0x005269b3	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the destination-pointer reload ; slice 3 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x005269cb	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the second octant ; slice 4 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x005269d6	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the second octant's load ; slice 5 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x005269e9	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the third octant ; slice 6 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x005269f4	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the third octant's load ; slice 7 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x00526a07	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the fourth octant ; slice 8 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x00526a12	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the fourth octant's subtract ; slice 9 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x00526a2c	0.47	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body entered at the fifth octant; tail visible: i=add(i,1); st32(ebp+0x18,i); cmp(i, ld32(ebp+8)) ; slice 10 of the same body, truncated at --max-ops
mw3-loading	mech3demo+0x00526a37	0.45	ARITH	ADDR_SCALE+MEMCOPY	same 8-fold symmetric point-copy body, the only slice that reaches its terminator: ... i=add(i,1); st32(ebp+0x18,i); cmp(i, ld32(ebp+8)); jle 0x5267b0 ; slice 11 and the backedge of the 0x005269a1..0x00526abe body
mw3-loading	mech3demo+0x00526534	0.43	OTHER	CMP_SKIP	cmp(x, ld32(global)); jl ; one clip-bound test of the pixel-blit helper, bound reloaded from a global
mw3-loading	mech3demo+0x0052653e	0.43	OTHER	CMP_SKIP	cmp(x, ld32(global)); jge ; the opposite clip-bound test of the same helper
caesar3-loading	c3+0x004a3ecf	14.70	ARITH	FIELD_REPACK	st16(p, or(shl(and(v,0xffe0),1), and(v,0x1f))); p+=2; n-=2 ; 555->565 in-place repack, store arm (green/red fields shifted up one bit, blue kept)
caesar3-loading	c3+0x00417204	7.73	OTHER	COUNTER	j=add(ld32(ebp-0x10),1); st32(ebp-0x10,j); cmp(ld32(ebp-0x10),5) ; inner counter with the induction variable stored and immediately reloaded from the same stack slot
caesar3-loading	c3+0x00417213	7.73	MEM	MEMFILL	st32(add(add(shl(ld32(ebp-8),7), shl(j,2)), 0x86646c), 0) ; zero one dword of a 128-byte-stride record array, both indices reloaded from stack slots every iteration
caesar3-loading	c3+0x004a3e70	6.61	ARITH	FIELD_REPACK	v=ld16(p); st16(p, or(shl(and(v,0x7fe0),1), and(v,0x1f))); p+=2; n-=2; cl-=1 ; same 555->565 repack with the 0x7fe0 mask and a second byte-sized outer counter
caesar3-loading	c3+0x004a3ec1	6.56	OTHER	CMP_SKIP	v=zext16(ld16(p)); cmp(v,0xf81f); jz ; colour-key (magenta 0xf81f) test that skips the repack for transparent pixels
caesar3-loading	c3+0x004a3ee3	4.10	OTHER	COUNTER	p+=2; n-=2; jmp ; bare induction tail of the 555->565 converter, reached on the colour-key-skip arm
caesar3-loading	c3+0x0049e9db	3.87	MEM	MEMCOPY	st8(add(ld32(ebp+0xc), ld32(ebp-4)), ld8(add(ld32(ebp+8), ld32(ebp-4)))) ; byte copy where both base pointers and the index are reloaded from stack slots every single byte
caesar3-loading	c3+0x0041720d	3.71	OTHER	COUNTER	cmp(ld32(ebp-0x10),5); jge ; compare half of the same stack-slot counter, decoded as its own block
caesar3-loading	c3+0x0049e9ca	3.32	OTHER	COUNTER	i=add(ld32(ebp-4),1); st32(ebp-4,i); cmp(ld32(ebp-4), ld32(ebp+0x10)) ; loop counter of the byte copy, both the index and the bound in stack slots
caesar3-loading	c3+0x004a3ebc	3.28	OTHER	COUNTER	cmp(n,0); jle ; loop head of the 555->565 converter
caesar3-loading	c3+0x0040f410	2.23	MEM	MEMCOPY	st16(dst, v); src+=2; dst+=2; dec n; jg ; store arm of a colour-keyed 16bpp row copy
caesar3-loading	c3+0x004171cc	2.16	MEM	MEMFILL	st32(add(shl(i,7),0x8664b8), 0); cmp(ld32(add(shl(i,7),0x866460)),0) ; clear one field of a 128-byte record then test another, the index reloaded from [ebp-8] and re-shifted for each access
caesar3-loading	c3+0x0040e39e	1.83	OTHER	COUNTER	i=add(ld32(ebp-8),1); st32(ebp-8,i); p=add(ld32(ebp-4),0x14); st32(ebp-4,p); cmp(ld32(ebp-8),0x33) ; stride-0x14 record walk with both the index and the cursor living in stack slots
caesar3-loading	c3+0x0049e9d3	1.66	OTHER	COUNTER	cmp(ld32(ebp-4), ld32(ebp+0x10)); jge ; compare half of the byte-copy counter, split into its own block
caesar3-loading	c3+0x004171eb	1.55	MEM	MEMFILL	st32(add(shl(ld32(ebp-8),7),0x866464), 0); st32(ebp-0x10, 0) ; clear another field of the same record and reset the inner counter
caesar3-loading	c3+0x004171b9	1.55	OTHER	COUNTER	i=add(ld32(ebp-8),1); st32(ebp-8,i); cmp(ld32(ebp-8),0x46) ; outer 0x46-iteration record counter through a stack slot
caesar3-loading	c3+0x004172cc	1.55	OTHER	COUNTER	i=add(ld32(ebp-8),1); st32(ebp-8,i); cmp(ld32(ebp-8),0x46) ; a second identical 0x46-iteration record counter in the same routine
caesar3-loading	c3+0x004a3e6b	1.35	OTHER	COUNTER	cmp8(cl,0); jle ; byte-sized outer loop head of the 555->565 converter
caesar3-loading	c3+0x0040f407	1.34	OTHER	CMP_SKIP	v=zext16(ld16(src)); cmp(v,0xf81f); jz ; colour-key test of the 16bpp row copy
caesar3-loading	c3+0x004a7e77	1.32	OTHER	COUNTER	i=add(ld32(ebp-0xc),1); st32(ebp-0xc,i); cmp(ld32(ebp-0xc),0x2710) ; 10000-iteration table walk counter, index in a stack slot
caesar3-loading	c3+0x004172db	1.24	OTHER	CMP_SKIP	cmp(ld32(add(shl(ld32(ebp-8),7),0x8664b8)),0); jg ; record-field probe with the 128-byte stride recomputed from the stack slot
caesar3-loading	c3+0x0040e373	1.14	OTHER	COUNTER	i=add(ld32(ebp-8),1); st32(ebp-8,i); cmp(ld32(ebp-8),0x33) ; the 0x33-iteration counter of the same record walk, second copy
caesar3-loading	c3+0x0040e3b6	1.14	OTHER	CMP_SKIP	v=add(ld32(add(0x868800, shl(ld32(ebp-8),2))), ld32(ebp-4)); cmp(ld32(global), v); jl ; global table lookup added to a stack accumulator and compared against another global
caesar3-loading	c3+0x004a7e89	1.05	OTHER	COUNTER	p=add(ld32(ebp-4),3); st32(ebp-4,p); jmp ; stride-3 cursor advance of the 10000-iteration walk (a 24bpp palette scan), cursor in a stack slot
caesar3-loading	c3+0x0040ef10	1.04	ARITH	ADDR_SCALE+CALL_GLUE	prologue; a=add(add(ld32(gBase), shl(x,1)), mul(y, ld32(gPitch))); st16(a, ld32(ebp+0x10)); epilogue; ret ; whole-function 16bpp plot-pixel call, surface base and pitch fetched from globals and a full mul for the row offset on every pixel
